ts,trade_id,symbol,RangeA_ATR,BodyA_ATR,RangeB_ATR,BodyB_ATR,WickB_Ratio,SumOppBody5_ATR,RangeExpansion,TimeoutProgress,TouchNextBarFVG,is_extremum_forecast,rr_ext,has_open_fvg_in_range,DistanceToExt_ATR,SumOpp_from_Ext_ATR,SumOpp_from_Ext_N_ATR,SumOpp_from_Ext_over_Dist,fc_beyond_bar,fc_count_upto_bar,ATR_regime_ratio,Session_Asian,Session_London,Session_NY,is_London_open,is_NY_open,open_order_ticket,is_profitable,profit
2021.04.07 11:00:00,278,EURUSD.TDS,2.255626,0.478848,2.091809,1.121512,0.168675,1.80198,1.684424,0.333333,1,1,0.201342,0,0.351464,0.478848,0.478848,0.001081,0,1,0.80125,0,1,0,1,0,,1,201.3
2021.04.08 12:00:00,280,EURUSD.TDS,1.755486,0.263323,0.998433,0.263323,0.692308,1.503135,0.849277,0.333333,0,1,1.728814,0,2.462069,3.324451,0.332445,0.001231,1,3,0.794205,0,1,0,1,0,,0,-999.46
2021.05.10 12:00:00,286,EURUSD.TDS,2.360746,1.238424,3.434692,2.215619,0.121127,3.405667,1.977716,0.333333,0,1,0.178363,0,0.504132,3.405667,0.681133,0.006982,0,1,0.982268,0,1,0,1,0,,1,178.12
2021.05.12 17:00:00,288,EURUSD.TDS,4.848148,0.738889,3.940741,1.860185,0.159539,1.587963,4.646542,0.666667,1,1,0.572549,0,1.493061,0.738889,0.738889,0.000764,1,1,1.448739,0,0,1,0,1,,1,572.32
2021.05.27 12:00:00,290,EURUSD.TDS,1.52623,0.860656,4.004918,2.708197,0.068768,2.398361,3.053368,0.333333,0,1,0.236025,0,0.716981,2.398361,0.479672,0.002915,1,1,0.887135,0,1,0,1,0,,1,242.01
2021.07.14 11:00:00,298,EURUSD.TDS,1.328859,0.42953,1.785235,1.033557,0.0,2.134228,1.027821,0.333333,1,1,0.931298,0,1.696127,2.348993,0.391499,0.001032,0,2,0.637076,0,1,0,1,0,,0,-999.53
2021.08.06 11:00:00,304,EURUSD.TDS,1.334158,0.641089,1.871287,0.675743,0.472222,1.75,1.273585,0.0,1,1,1.017857,0,0.956835,1.420792,0.473597,0.000857,1,1,0.605058,0,1,0,1,0,,1,1018.02
2021.09.07 11:00:00,310,EURUSD.TDS,2.397554,0.06422,3.360856,1.134557,0.382166,2.461774,2.836495,0.0,1,1,0.651852,0,1.579487,2.461774,0.492355,0.000728,1,2,0.67536,0,1,0,1,0,,0,-1000.35
2021.09.21 12:00:00,312,EURUSD.TDS,2.24674,0.645938,1.97994,1.039117,0.205674,1.97994,1.658824,0.333333,0,1,0.358491,0,0.736842,1.97994,0.395988,0.001914,1,2,0.856689,0,1,0,1,0,,1,358.53
2021.09.24 11:00:00,314,EURUSD.TDS,1.764848,0.305455,1.713939,0.509091,0.287129,2.562424,1.175786,0.0,0,1,1.638889,0,1.909827,6.787879,0.754209,0.002094,1,6,0.630931,0,1,0,1,0,,0,-1000.08
2021.11.01 16:00:00,320,EURUSD.TDS,0.913043,0.598551,1.136232,0.568116,0.267857,2.952174,1.078998,0.666667,0,1,4.445783,0,3.643159,6.442029,0.585639,0.001743,0,3,0.838626,0,1,1,0,1,,0,-1000.15
2021.12.03 17:00:00,322,EURUSD.TDS,3.159261,0.943585,1.845232,1.195207,0.333333,2.823764,2.147214,0.333333,0,1,0.282178,0,0.726115,2.823764,0.564753,0.005564,1,1,1.024556,0,0,1,0,1,,1,282.72
2021.12.27 11:00:00,324,EURUSD.TDS,1.221594,1.160075,2.135593,1.546767,0.078189,1.801632,2.037736,0.0,0,1,0.40991,0,0.767932,3.383553,0.483365,0.005013,1,1,1.109899,0,1,0,1,0,,1,409.5
2021.12.30 16:00:00,326,EURUSD.TDS,2.172266,1.470984,3.455101,3.386683,0.014851,4.618204,3.903382,0.333333,1,1,0.09828,0,0.29819,3.549175,1.183058,0.013917,1,1,1.238166,0,1,1,0,1,,1,98.4
2022.02.11 16:00:00,332,EURUSD.TDS,1.399392,0.669274,1.727944,0.924815,0.038732,2.786615,1.579972,0.333333,0,1,0.749091,0,1.242033,2.445893,0.611473,0.003237,1,1,1.131772,0,1,1,0,1,,1,749.84
2022.04.05 12:00:00,338,EURUSD.TDS,1.953226,0.643548,2.596774,1.580645,0.256522,2.370968,2.077687,1.0,1,1,0.354067,0,0.768546,3.996774,0.444086,0.004606,1,1,0.627829,0,1,0,1,0,,1,353.72
2022.04.13 16:00:00,342,EURUSD.TDS,1.583678,0.282025,1.424587,0.940083,0.152284,2.719008,1.461424,1.0,1,1,0.221477,0,0.444231,3.731405,0.621901,0.011616,0,2,0.924514,0,1,1,0,1,,1,221.76
2022.04.28 12:00:00,344,EURUSD.TDS,2.486216,1.52381,2.055138,1.93985,0.02439,3.142857,1.76079,0.333333,1,1,0.712245,0,1.608295,2.130326,1.065163,0.002643,0,1,1.188069,0,1,0,1,0,,1,711.96
2022.06.03 17:00:00,350,EURUSD.TDS,2.733773,0.962596,2.887789,2.148515,0.208,3.134213,3.30251,0.333333,0,1,0.474328,0,1.25799,4.29703,0.477448,0.004436,1,2,1.010101,0,0,1,0,1,,0,-1042.0
2022.08.17 17:00:00,358,EURUSD.TDS,1.591051,0.557494,1.3217,0.526174,0.350711,2.630872,1.514173,0.666667,0,1,1.313084,0,1.643962,4.178076,0.417808,0.004057,1,3,1.142653,0,0,1,0,1,,1,1312.27
2022.09.08 12:00:00,362,EURUSD.TDS,1.987699,1.191184,1.399282,1.162481,0.005128,2.812916,1.009317,0.666667,1,1,0.788018,0,1.209702,1.191184,1.191184,0.001372,1,1,0.720989,0,1,0,1,0,,1,788.31
2022.09.30 11:00:00,368,EURUSD.TDS,2.026499,1.145412,1.924478,1.54422,0.137349,2.355747,1.491733,0.333333,1,1,0.259346,0,0.481115,2.541239,0.42354,0.01139,1,1,0.800841,0,1,0,1,0,,1,259.74
